"Job","Skills"
"Data Scientist 465","Machine Learning, Statistics, NLP, Python, Deep Learning"
"Product Manager 215","User Stories, Stakeholder Management, Product Roadmap, Scrum, Agile"
"Data Analyst 390","SQL, Excel, Reporting"
"Data Scientist 466","Pandas, NLP, Python, Machine Learning, SQL, Deep Learning, Statistics"
"Software Engineer 397","REST APIs, Java, Git, Spring Boot, Docker, Agile, System Design"
"Software Engineer 398","Java, Agile, Docker, Git, REST APIs, System Design, Spring Boot"
"Data Analyst 391","Data Cleaning, Reporting, Excel, Power BI, Tableau"
"Software Engineer 399","Git, System Design, Agile, Spring Boot, REST APIs, Docker"
"ML Engineer 413","PyTorch, Cloud, MLOps, Computer Vision"
"Data Analyst 392","Power BI, Reporting, SQL, Excel, Tableau"
"ML Engineer 414","Keras, MLOps, Computer Vision, Python"
"Data Scientist 467","Pandas, Python, Deep Learning"
"Product Manager 216","Scrum, User Stories, Stakeholder Management, Agile"
"ML Engineer 415","MLOps, Python, Computer Vision, Cloud"
"Data Scientist 468","Pandas, Deep Learning, NLP, Statistics, Machine Learning, Python, SQL"
"ML Engineer 416","Computer Vision, PyTorch, Keras"
"ML Engineer 417","PyTorch, Computer Vision, Cloud, MLOps"
"Data Scientist 469","Statistics, Machine Learning, Deep Learning, Pandas"
"Software Engineer 400","Git, REST APIs, Docker, System Design, Agile"
"ML Engineer 418","Keras, PyTorch, Python, Cloud"
"Data Scientist 470","Pandas, Deep Learning, Python, NLP, SQL, Statistics"
"Data Analyst 393","Reporting, Tableau, SQL, Power BI, Excel"
"ML Engineer 419","MLOps, Cloud, PyTorch, Python"
"Data Scientist 471","SQL, Python, NLP, Machine Learning"
"Product Manager 217","Scrum, Product Roadmap, Stakeholder Management, User Stories"
"Data Analyst 394","Data Cleaning, Tableau, Power BI, Excel"
"Data Scientist 472","Python, NLP, SQL, Statistics, Machine Learning, Pandas"
"Software Engineer 401","Git, Agile, System Design, Docker, Spring Boot, Java"
"Software Engineer 402","REST APIs, Docker, Agile, System Design, Git, Java"
"ML Engineer 420","TensorFlow, Python, PyTorch, MLOps, Keras, Cloud, Computer Vision"
"Data Scientist 473","Python, Machine Learning, NLP, SQL, Deep Learning, Pandas"
"Data Scientist 474","Deep Learning, Pandas, Machine Learning, Statistics, Python, NLP, SQL"
"Data Analyst 395","Power BI, SQL, Data Cleaning, Reporting, Tableau"
"ML Engineer 421","MLOps, Keras, PyTorch, Computer Vision, Python, TensorFlow, Cloud"
"Software Engineer 403","Agile, Docker, Java, Git, System Design, Spring Boot"
"Data Scientist 475","SQL, Statistics, NLP, Python, Deep Learning"
"Software Engineer 404","System Design, Git, REST APIs"
"ML Engineer 422","Computer Vision, TensorFlow, MLOps, Python, Keras, Cloud, PyTorch"
"Software Engineer 405","REST APIs, Agile, System Design, Spring Boot, Docker, Java, Git"
"Data Scientist 476","Python, Statistics, Deep Learning, Machine Learning, Pandas"
"Data Analyst 396","Power BI, Reporting, SQL, Data Cleaning"
"ML Engineer 423","MLOps, Computer Vision, Keras, PyTorch, Python, Cloud, TensorFlow"
"ML Engineer 424","Computer Vision, MLOps, Keras"
"ML Engineer 425","TensorFlow, Cloud, PyTorch"
"ML Engineer 426","Python, MLOps, Cloud, PyTorch, Computer Vision"
"ML Engineer 427","Keras, Python, TensorFlow"
"ML Engineer 428","PyTorch, TensorFlow, Computer Vision"
"Data Analyst 397","Excel, Tableau, Power BI"
"Software Engineer 406","Agile, Docker, Java, Spring Boot, System Design"
"Data Analyst 398","SQL, Reporting, Excel, Power BI, Tableau"
"Data Scientist 477","Python, Machine Learning, Pandas, NLP"
"Data Analyst 399","SQL, Tableau, Power BI, Data Cleaning, Excel, Reporting"
"Data Analyst 400","SQL, Power BI, Tableau, Excel, Reporting, Data Cleaning"
"Product Manager 218","User Stories, Stakeholder Management, Product Roadmap, Agile"
"Product Manager 219","Scrum, Agile, Product Roadmap, User Stories"
"Software Engineer 407","Git, Spring Boot, Docker"
"ML Engineer 429","Computer Vision, Cloud, PyTorch, MLOps, Keras, TensorFlow"
"Product Manager 220","Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
"ML Engineer 430","MLOps, Computer Vision, PyTorch, Cloud, Keras, Python"
"Software Engineer 408","Docker, Spring Boot, Git, Java, REST APIs, System Design"
"ML Engineer 431","Keras, PyTorch, MLOps, TensorFlow, Cloud, Computer Vision, Python"
"Product Manager 221","Scrum, Agile, Product Roadmap, User Stories, Stakeholder Management"
"Software Engineer 409","Docker, Git, REST APIs, System Design, Agile"
"Software Engineer 410","System Design, Agile, Docker, Spring Boot, Git, Java"
"ML Engineer 432","MLOps, Computer Vision, Cloud, Python, TensorFlow, PyTorch, Keras"
"Software Engineer 411","REST APIs, Java, System Design, Git, Docker, Agile"
"Data Scientist 478","Statistics, Deep Learning, Pandas, NLP, Python, Machine Learning, SQL"
"ML Engineer 433","Python, TensorFlow, Cloud, Computer Vision"
"ML Engineer 434","Keras, TensorFlow, PyTorch"
"Data Scientist 479","Statistics, Pandas, SQL, Deep Learning, Machine Learning"
"ML Engineer 435","PyTorch, TensorFlow, Keras, MLOps, Cloud"
"ML Engineer 436","TensorFlow, Python, MLOps, Computer Vision"
"Software Engineer 412","Java, REST APIs, Docker, Spring Boot, System Design, Git, Agile"
"Software Engineer 413","System Design, REST APIs, Spring Boot, Git, Docker, Agile"
"ML Engineer 437","Python, Cloud, PyTorch, TensorFlow, MLOps, Keras"
"Data Scientist 480","Machine Learning, Pandas, SQL, Python, Deep Learning"
"Data Analyst 401","SQL, Excel, Power BI, Reporting, Data Cleaning"
"ML Engineer 438","Keras, Cloud, Python, MLOps, TensorFlow"
"ML Engineer 439","Python, PyTorch, Cloud, MLOps, TensorFlow, Computer Vision, Keras"
"Product Manager 222","Agile, User Stories, Scrum, Stakeholder Management, Product Roadmap"
"Software Engineer 414","Git, Spring Boot, Docker, Java, Agile, REST APIs, System Design"
"Data Scientist 481","NLP, SQL, Statistics, Python"
"Data Analyst 402","Tableau, Excel, Data Cleaning, Reporting"
"Product Manager 223","Product Roadmap, Stakeholder Management, User Stories"
"ML Engineer 440","PyTorch, Keras, MLOps, Python"
"Data Scientist 482","Statistics, Machine Learning, Deep Learning, SQL, Python, NLP"
"Data Scientist 483","Machine Learning, Deep Learning, Statistics, NLP, Pandas, SQL"
"ML Engineer 441","TensorFlow, Cloud, Computer Vision, Python"
"Data Scientist 484","SQL, Pandas, Machine Learning, Statistics, Python"
"Data Analyst 403","Power BI, Data Cleaning, Excel, SQL"
"Data Analyst 404","Power BI, SQL, Reporting, Data Cleaning, Tableau"
"Software Engineer 415","Spring Boot, Git, Docker, Java"
"ML Engineer 442","PyTorch, Computer Vision, Python, MLOps, Keras"
"Software Engineer 416","Git, Java, Spring Boot, Agile, System Design, REST APIs, Docker"
"Data Scientist 485","SQL, Statistics, NLP, Deep Learning, Machine Learning"
"Data Analyst 405","SQL, Power BI, Reporting, Data Cleaning"
"Data Analyst 406","Excel, Data Cleaning, Tableau, Reporting, Power BI"
"Data Scientist 486","Pandas, Python, Machine Learning, NLP"
"Product Manager 224","Scrum, Product Roadmap, Stakeholder Management, Agile"
"Software Engineer 417","Java, System Design, Agile, Spring Boot, Git, REST APIs, Docker"
"Data Scientist 487","Pandas, SQL, Python, Statistics, Deep Learning"
"ML Engineer 443","Python, Cloud, PyTorch, TensorFlow, Keras, MLOps, Computer Vision"
"Software Engineer 418","REST APIs, System Design, Spring Boot, Java, Docker, Git, Agile"
"Data Scientist 488","Python, SQL, Deep Learning, NLP, Statistics"
"Software Engineer 419","Java, Git, Docker, System Design, REST APIs, Agile, Spring Boot"
"Data Analyst 407","SQL, Power BI, Excel"
"Software Engineer 420","System Design, Java, REST APIs, Git, Agile, Spring Boot"
"Product Manager 225","Product Roadmap, Scrum, Stakeholder Management, User Stories"
"Software Engineer 421","System Design, Java, Git, REST APIs"
"Data Analyst 408","Power BI, Data Cleaning, SQL, Excel, Reporting, Tableau"
"Data Scientist 489","NLP, SQL, Pandas, Statistics, Deep Learning"
"Data Scientist 490","NLP, Pandas, SQL, Machine Learning, Python, Deep Learning, Statistics"
"Software Engineer 422","REST APIs, Docker, Agile, Git, Spring Boot, System Design, Java"
"Data Analyst 409","Reporting, Tableau, Excel, SQL"
"Data Scientist 491","Machine Learning, Python, NLP, SQL, Pandas"
"ML Engineer 444","Computer Vision, Keras, PyTorch, Python, MLOps, Cloud, TensorFlow"
"ML Engineer 445","Cloud, Python, TensorFlow"
"Software Engineer 423","System Design, Git, Docker, REST APIs, Java, Spring Boot"
"Data Analyst 410","Tableau, Data Cleaning, Reporting, Excel"
"Data Scientist 492","Pandas, Deep Learning, Statistics, Python"
"Data Scientist 493","Pandas, Python, Statistics, Machine Learning, SQL, Deep Learning"
"Data Scientist 494","NLP, Python, Pandas, SQL, Statistics, Machine Learning"
"Data Analyst 411","Excel, Power BI, SQL, Reporting, Data Cleaning"
"Software Engineer 424","Git, Agile, Java, REST APIs, Docker"
"Software Engineer 425","REST APIs, Java, Spring Boot, Git"
"Data Analyst 412","Excel, SQL, Data Cleaning, Reporting, Tableau, Power BI"
"Software Engineer 426","Spring Boot, Docker, Git, Agile, System Design, REST APIs, Java"
"Data Analyst 413","SQL, Excel, Tableau, Power BI, Reporting, Data Cleaning"
"ML Engineer 446","Computer Vision, MLOps, Python, TensorFlow, Cloud, PyTorch"
"Data Scientist 495","Pandas, Python, NLP, Deep Learning, Statistics"
"Software Engineer 427","Docker, REST APIs, System Design, Spring Boot, Agile, Git"
"ML Engineer 447","MLOps, TensorFlow, Python, Keras, Computer Vision, PyTorch, Cloud"
"ML Engineer 448","Python, Cloud, Computer Vision, PyTorch"
"Data Analyst 414","Excel, Tableau, Reporting, SQL, Data Cleaning"
"ML Engineer 449","Cloud, Computer Vision, PyTorch, Python, TensorFlow, MLOps"
"Software Engineer 428","Docker, REST APIs, System Design"
"Data Scientist 496","Statistics, Python, NLP, Deep Learning, Pandas, SQL"
"ML Engineer 450","TensorFlow, MLOps, Computer Vision, PyTorch"
"Data Analyst 415","SQL, Data Cleaning, Power BI"
"Data Scientist 497","SQL, Statistics, Pandas, Machine Learning"
"Data Scientist 498","SQL, Python, NLP, Machine Learning, Statistics, Pandas, Deep Learning"
"Data Analyst 416","SQL, Tableau, Reporting, Excel, Data Cleaning"
"Data Analyst 417","Reporting, Tableau, Power BI"
"Data Scientist 499","Statistics, Pandas, Python, NLP, Machine Learning, Deep Learning"
"ML Engineer 451","TensorFlow, Computer Vision, Keras"
"ML Engineer 452","Cloud, TensorFlow, Keras, MLOps, Python, PyTorch, Computer Vision"
"ML Engineer 453","MLOps, TensorFlow, PyTorch, Python"
"Product Manager 226","User Stories, Product Roadmap, Scrum, Stakeholder Management, Agile"
"Data Scientist 500","Deep Learning, Pandas, Python, NLP, Machine Learning"
"ML Engineer 454","TensorFlow, Python, Computer Vision, MLOps, Keras, Cloud"
"Data Scientist 501","Statistics, Pandas, Deep Learning, NLP, Machine Learning"
"ML Engineer 455","MLOps, Python, TensorFlow, Computer Vision, Keras, Cloud, PyTorch"
"Data Analyst 418","Reporting, Power BI, Excel, Tableau, Data Cleaning"
"Data Analyst 419","Power BI, Excel, Reporting, SQL, Data Cleaning, Tableau"
"Data Analyst 420","SQL, Tableau, Power BI, Excel, Data Cleaning, Reporting"
"Data Scientist 502","SQL, Deep Learning, Pandas, Statistics, NLP, Python, Machine Learning"
"ML Engineer 456","Cloud, Keras, TensorFlow"
"Data Scientist 503","NLP, Pandas, Python, Statistics, Machine Learning"
"Data Analyst 421","Tableau, Power BI, SQL, Data Cleaning, Reporting"
"Data Analyst 422","Reporting, Power BI, SQL, Tableau, Excel, Data Cleaning"
"ML Engineer 457","Computer Vision, Python, Keras, PyTorch, Cloud, TensorFlow"
"ML Engineer 458","PyTorch, MLOps, Computer Vision, TensorFlow"
"Data Scientist 504","Python, SQL, Machine Learning, NLP, Pandas"
"ML Engineer 459","TensorFlow, Cloud, Keras, MLOps, PyTorch, Computer Vision"
"Software Engineer 429","REST APIs, System Design, Spring Boot, Git"
"Data Analyst 423","Excel, Data Cleaning, Power BI, Reporting, SQL"
"ML Engineer 460","Computer Vision, MLOps, PyTorch, Python, Cloud, TensorFlow, Keras"
"Software Engineer 430","REST APIs, Spring Boot, Agile, Docker, Java, Git, System Design"
"ML Engineer 461","MLOps, PyTorch, Computer Vision"
"ML Engineer 462","MLOps, TensorFlow, Computer Vision"
"ML Engineer 463","MLOps, TensorFlow, Computer Vision, Python"
"ML Engineer 464","TensorFlow, Python, MLOps, Keras, Cloud, PyTorch, Computer Vision"
"ML Engineer 465","Keras, MLOps, TensorFlow"
"Data Scientist 505","Pandas, Statistics, NLP, Deep Learning, Python"
"ML Engineer 466","Computer Vision, PyTorch, MLOps, Cloud"
"ML Engineer 467","Keras, Python, MLOps, PyTorch, Computer Vision, TensorFlow"
"Data Scientist 506","Statistics, SQL, NLP"
"ML Engineer 468","Python, MLOps, Cloud"
"Software Engineer 431","System Design, Java, Git, Spring Boot, Agile, Docker, REST APIs"
"Data Analyst 424","Excel, Tableau, SQL, Data Cleaning"
"Data Analyst 425","Reporting, Power BI, SQL, Tableau, Excel"
"Software Engineer 432","Java, REST APIs, Spring Boot, Git, Agile, Docker"
"ML Engineer 469","TensorFlow, PyTorch, Computer Vision, Cloud"
"Data Analyst 426","Excel, Power BI, Tableau, SQL"
"Data Scientist 507","Deep Learning, SQL, Pandas, Machine Learning, Python"
"Software Engineer 433","System Design, Git, REST APIs, Agile, Java, Spring Boot, Docker"
"ML Engineer 470","Computer Vision, Cloud, PyTorch"
"Data Analyst 427","Data Cleaning, Reporting, Tableau, Excel"
"Data Scientist 508","Machine Learning, Statistics, SQL"
"Software Engineer 434","Docker, Agile, REST APIs"
"Data Scientist 509","Pandas, Deep Learning, NLP, Python, Statistics, Machine Learning, SQL"
"Data Analyst 428","SQL, Tableau, Excel, Reporting, Data Cleaning"
"Data Scientist 510","Python, Statistics, NLP"
"ML Engineer 471","Cloud, Computer Vision, PyTorch, Python"
"Data Scientist 511","Machine Learning, Deep Learning, SQL, NLP, Pandas, Statistics"
"Data Analyst 429","Power BI, Data Cleaning, Tableau, SQL"
"ML Engineer 472","Keras, Python, TensorFlow, MLOps, PyTorch, Cloud"
"Software Engineer 435","REST APIs, Java, Agile, Git, Docker"
"ML Engineer 473","Python, TensorFlow, Computer Vision, Cloud"
"ML Engineer 474","MLOps, PyTorch, TensorFlow, Cloud, Computer Vision, Keras, Python"
"Data Scientist 512","NLP, Statistics, Machine Learning"
"Data Scientist 513","Machine Learning, NLP, SQL, Pandas, Statistics, Deep Learning, Python"
"Data Analyst 430","Tableau, Reporting, Data Cleaning, SQL, Excel"
"Data Analyst 431","Excel, Reporting, Power BI, Data Cleaning"
"Data Scientist 514","Machine Learning, Python, Deep Learning, Statistics"
"Software Engineer 436","System Design, Java, Spring Boot, Docker"
"Data Scientist 515","Pandas, Machine Learning, Deep Learning, Statistics"
"Data Scientist 516","SQL, Statistics, Deep Learning, Machine Learning"
"Data Scientist 517","Pandas, NLP, Statistics, Machine Learning, SQL"
"Data Scientist 518","Statistics, Deep Learning, Python, SQL, Machine Learning"
"Product Manager 227","Product Roadmap, Stakeholder Management, Scrum, Agile"
"Data Analyst 432","Power BI, SQL, Excel, Tableau, Data Cleaning, Reporting"
"Data Analyst 433","Data Cleaning, Power BI, Tableau, Reporting, SQL"
"Data Scientist 519","Python, Machine Learning, NLP, Deep Learning, Pandas"
"Software Engineer 437","Agile, Git, System Design"
"Data Analyst 434","Reporting, SQL, Excel, Tableau, Data Cleaning"
"Data Scientist 520","Machine Learning, Pandas, Deep Learning, Python, SQL"
"Data Analyst 435","Power BI, Tableau, SQL, Excel"
"ML Engineer 475","MLOps, Cloud, PyTorch, TensorFlow, Computer Vision, Python, Keras"
"Data Scientist 521","NLP, Python, Deep Learning"
"Data Scientist 522","NLP, Pandas, Python, Statistics"
"Software Engineer 438","Java, REST APIs, Docker, System Design, Spring Boot, Agile"
"Data Scientist 523","Deep Learning, Machine Learning, Pandas, NLP, SQL"
"Data Scientist 524","Python, Deep Learning, SQL, Pandas, NLP, Statistics"
"Data Analyst 436","Reporting, Excel, Tableau"
"Product Manager 228","Stakeholder Management, User Stories, Scrum, Product Roadmap"
"Data Scientist 525","Statistics, Machine Learning, NLP, Deep Learning, Python, SQL"
"Data Scientist 526","Pandas, Deep Learning, Statistics, Python, SQL, NLP"
"Data Scientist 527","Pandas, Python, SQL, Machine Learning, Deep Learning"
"Data Scientist 528","Deep Learning, Pandas, Machine Learning, NLP, Statistics, SQL"
"Data Analyst 437","Reporting, Excel, SQL, Tableau"
"Software Engineer 439","Agile, Git, Java, REST APIs"
"Data Scientist 529","Machine Learning, NLP, Pandas, Python, SQL"
"Data Analyst 438","Data Cleaning, Tableau, Reporting, Excel"
"Data Analyst 439","Data Cleaning, SQL, Power BI, Excel, Reporting, Tableau"
"Data Analyst 440","Tableau, Data Cleaning, SQL"
"Software Engineer 440","Java, Git, System Design, Spring Boot, Agile, Docker"
"Data Analyst 441","Reporting, Power BI, Excel, SQL"
"Product Manager 229","Agile, Stakeholder Management, Scrum, Product Roadmap"
"Product Manager 230","Scrum, Stakeholder Management, Agile, Product Roadmap"
"Data Analyst 442","SQL, Data Cleaning, Tableau, Excel"
"Data Analyst 443","Tableau, Reporting, SQL, Power BI, Excel, Data Cleaning"
"Data Scientist 530","Deep Learning, Machine Learning, SQL, Python, Statistics"
"Data Scientist 531","Python, Pandas, SQL, Statistics"
"Software Engineer 441","Spring Boot, REST APIs, System Design, Java, Git"
"Product Manager 231","User Stories, Stakeholder Management, Product Roadmap, Scrum"
"Software Engineer 442","REST APIs, Java, Spring Boot, Docker, Git, Agile, System Design"
